,record_id,start_page,volume,alpha_pub_date,numeric_pub_date,record_title,issue,pagination,url_doc_view,pub_id,year,month,day,review_type,reviewed_book_title,reviewed_book_pub_date,reviewed_book_publisher,reviewed_book_publisher_viaf_match,reviewed_book_genre,reviewed_book_price,reviewed_author_viaf_match,reviewed_author_name,perceived_author_gender
541,124451042,147,VOL. XV.,Dec 1895,18951201,"MAX NORDAU'S ""DEGENERATION.""",No. LXXIII.,147,http://search.proquest.com/docview/124451042/,24237,1895,,,single_focus,Degeneration,,D. Appleton & Co.,http://viaf.org/viaf/129012558,Nonfiction - academic/pseudo-academic,$3.00,http://viaf.org/viaf/64037479,Max Nordau,m
542,124453505,V,,Nov 1893,18931101,ANOTHER VOICE FOR FREEDOM.,No. XLVIII.,V,http://search.proquest.com/docview/124453505/,24237,1893,,,single_focus,Poems for To-day,,Arena Publishing Company,http://viaf.org/viaf/144633186,Poetry,$1.25,,Frances Margaret Milne,f
543,124453699,667,VOL. 37,Jun 1907,19070601,SOME IMPORTANT RECENT WORKS ON PSYCHIC SCIENCE.,NO. 211,667,http://search.proquest.com/docview/124453699/,24237,1907,,,multi,,,,,,,,,
544,124454073,216,VOL. 37,Feb 1907,19070201,Review 5 -- No Title,No. 207,216,http://search.proquest.com/docview/124454073/,24237,1907,,,single_focus,The German Empire,,The Macmillan Company,http://viaf.org/viaf/140726562,Nonfiction - historical,,http://viaf.org/viaf/18160774,Burt Estes Howard,m
545,124463057,434,VOL. XXXI,Apr 1904,19040401,Review 2 -- No Title,No. 4,434,http://search.proquest.com/docview/124463057/,24237,1904,,,single_focus,From Agnosticism to Theism,,James H. West Company,,Nonfiction - religious,$0.30,http://viaf.org/viaf/31036098,Charles F. Dole,m
546,124464853,663,VOL. XXVIII.,Dec 1902,19021201,Review 2 -- No Title,No. 6.,663,http://search.proquest.com/docview/124464853/,24237,1902,,,single_focus,The Needle's Eye,,Funk & Wagnalls Company,http://viaf.org/viaf/148443438,Fiction - novel,$1.50,http://viaf.org/viaf/36561425,Florence Morse Kingsley,f
547,124466556,665,VOL. XXIX.,Jun 1903,19030601,Review 2 -- No Title,No. 6.,665,http://search.proquest.com/docview/124466556/,24237,1903,,,single_focus,Greek and Roman Stoicism and Some of its Disciples,,Herbert B. Turner & Co.,,Nonfiction - academic/pseudo-academic,$1.40,http://viaf.org/viaf/18502552,Charles H. Stanley Davis,m
548,124466620,585,VOL. 38,Nov 1907,19071101,Review 8 -- No Title,NO. 216,585,http://search.proquest.com/docview/124466620/,24237,1907,,,single_focus,Modern Poets and Christian Teaching,,Eaton & Mains,http://viaf.org/viaf/142212539,Nonfiction - academic/pseudo-academic,$1.00,http://viaf.org/viaf/46379640,David G. Downey,m
549,124467349,96,2,Apr 1880,18800401,THE DEGRADATION OF ART.,5,96,http://search.proquest.com/docview/124467349/,24200,1880,,,not_review,,,,,,,,,
550,124471315,22,17,Jun 1887,18870601,BONAVENTURE'S CATALOGUE.,1,22,http://search.proquest.com/docview/124471315/,24200,1887,,,single_focus,Catalogue of Rare and Curious English and Foreign Books,,,,Nonfiction - reference,,,C. F. Bonaventure,m
551,124471503,21,6,Dec 1881,18811201,A BIOGRAPHY OF DAVID COX.,1,21,http://search.proquest.com/docview/124471503/,24200,1881,,,single_focus,A Biography of David Cox,,"Cassell, Petter, Galpin, & Co.",http://viaf.org/viaf/129322138,Nonfiction - biographical,,,William Hall,m
552,124473259,467,VOL. 40,Nov 1908,19081101,Review 1 -- No Title,NO. 227,467,http://search.proquest.com/docview/124473259/,24237,1908,,,not_review,,,,,,,,,
553,124480872,37,,Dec 1892,18921201,Review 3 -- No Title,,,http://search.proquest.com/docview/124480872/,24200,1892,,,single_focus,The Wrecker,,Charles Scribner's Sons,http://viaf.org/viaf/121555288,Fiction - novel,$1.50,http://viaf.org/viaf/95207986; http://viaf.org/viaf/19682166,Robert Louis Stevenson; Lloyd Osbourne,m
554,124494962,99,34,Mar 1896,18960301,Review 2 -- No Title,4,,http://search.proquest.com/docview/124494962/,24200,1896,,,cluster,,,,,,,,,
555,124495155,76,34,Feb 1896,18960201,Review 1 -- No Title,3,,http://search.proquest.com/docview/124495155/,24200,1896,,,cluster,,,,,,,,,
556,124495490,24,38,Dec 1897,18971201,Review 4 -- No Title,1,,http://search.proquest.com/docview/124495490/,24200,1897,,,cluster,,,,,,,,,
557,124496758,89,41,Sep 1899,18990901,Review 2 -- No Title,4,,http://search.proquest.com/docview/124496758/,24200,1899,,,single_focus,Japan in transition,,Harper & Brothers,http://viaf.org/viaf/122099855,Nonfiction - academic/pseudo-academic,$3.00,http://viaf.org/viaf/30678942,Stafford Ransome,m
558,124518738,145,9,Jan 1887,18870101,II.--HISTORICAL THEOLOGY.,33,,http://search.proquest.com/docview/124518738/,24469,1887,,,single_focus,Practica inquisitionis heretice pravitatis,1886,Chanoine C. Douais,http://viaf.org/viaf/22141051,Nonfiction - religious,,http://viaf.org/viaf/248944402,Bernardo Guidonis,m
559,124699551,222,20,Jan 1895,18950101,THE POETICAL WORKS OF LAGENIENSIS.,77,222,http://search.proquest.com/docview/124699551/,24831,1895,,,single_focus,The Poetical Works of Lageniensis ,1893,"James Duffy & Co., Ltd.",http://viaf.org/viaf/315617119,Poetry,,http://viaf.org/viaf/70006163,John Canon O'Hanlon,m
560,124699834,664,19,Jul 1894,18940701,THE DATA OF MODERN ETHICS EXAMINED.,75,664,http://search.proquest.com/docview/124699834/,24831,1894,,,single_focus,The Data of Modern Ethics Examined,,Benziger Bros.,http://viaf.org/viaf/156109401,Nonfiction - religious,,http://viaf.org/viaf/61930757,John J. Ming,m
561,124703086,190,37,Jan 1912,19120101,SOCIAL FRANCE IN THE SEVENTEENTH CENTURY.,145,190,http://search.proquest.com/docview/124703086/,24831,1912,,,single_focus,Social France in the Seventeenth century,1911,The Macmillan Company,http://viaf.org/viaf/140726562,Nonfiction - academic/pseudo-academic,,http://viaf.org/viaf/109147118335426342452,Cécile Hugon,none
562,124708276,188,34,Jan 1909,19090101,THE CATECHISM IN EXAMPLES.,133,188,http://search.proquest.com/docview/124708276/,24831,1909,,,single_focus,The Catechism in Examples,,Benziger Brothers,http://viaf.org/viaf/156109401,Nonfiction - religious,,,D. Chisholm,m
563,124732794,352,58,Nov 1923,19231101,New Moons for Old,3,,http://search.proquest.com/docview/124732794/,24243,1923,,,multi,,,,,,,,,
564,124733894,574,57,Jul 1923,19230701,MAXWELL BODENHEIM,5,,http://search.proquest.com/docview/124733894/,24243,1923,,,single_focus,Advice,1920,Knopf,http://viaf.org/viaf/142395924,Poetry,,http://viaf.org/viaf/77516039,Maxwell Bodenheim,m
565,124737429,647,32,Feb 1911,19110201,"""White Roses""",6,,http://search.proquest.com/docview/124737429/,24243,1911,,,single_focus,White Roses,,,,Fiction - novel,,http://viaf.org/viaf/63612180,Katharine Holland Brown,f
566,124737516,608,32,Feb 1911,19110201,MEREDITH IN FRENCH EYES,6,,http://search.proquest.com/docview/124737516/,24243,1911,,,single_focus,George Meredith,1910,Librairie Armand Colin,http://viaf.org/viaf/124954978,Nonfiction - biographical,,http://viaf.org/viaf/51902175,Constantin Photiadès,m
567,124741769,295,32,Nov 1910,19101101,"""The Better Man""",3,,http://search.proquest.com/docview/124741769/,24243,1910,,,multi,,,,,,,,,
568,124747248,172,5,Apr 1897,18970401,Review 2 -- No Title,2,,http://search.proquest.com/docview/124747248/,24243,1897,,,single_focus,Friendly letters to girl friends,,"Houghton, Mifflin & Co.",http://viaf.org/viaf/159556432,Nonfiction - advice,$1.25,http://viaf.org/viaf/79255407,A. D. T. Whitney,f
569,124747283,566,,Aug 1902,19020801,"III. MR. PEMBERTON'S ""ELLEN TERRY AND HER SISTERS.""",,,http://search.proquest.com/docview/124747283/,24243,1902,,,single_focus,Ellen Terry and Her Sisters,,"Dodd, Mead and Company",http://viaf.org/viaf/266483422,Nonfiction - biographical,$1.50,http://viaf.org/viaf/42200853,T. Edgar Pemberton,m
570,124747496,384,16,Dec 1902,19021201,"X.--XI. I.--ALEXANDER GLOVATSKI'S ""THE PHAAND THE PRIEST.""",4,,http://search.proquest.com/docview/124747496/,24243,1902,,,multi,,,,,,,,,
571,124748263,193,29,Apr 1909,19090401,II THE LETTERS OF MRS. JAMES G. BLAINE,2,,http://search.proquest.com/docview/124748263/,24243,1909,,,single_focus,The Letters of Mrs. James G. Blaine,,Duffield and Company,http://viaf.org/viaf/155205389,Nonfiction - biographical,,http://viaf.org/viaf/21284659,Harriet S. Blaine Beal,f
572,124748801,176,,Apr 1902,19020401,"IV. CLINTON SCOLLARD'S ""THE CLOISTERING OF URSULA.""",,,http://search.proquest.com/docview/124748801/,24243,1902,,,single_focus,The Cloistering of Ursula,,L. C. Page Co.,http://viaf.org/viaf/314911795,Fiction - novel,$1.50,http://viaf.org/viaf/77754748,Clinton Scollard,m
573,124749716,96,41,Mar 1915,19150301,"IV F. C. HOWE'S ""THE MODERN CITY""",1,,http://search.proquest.com/docview/124749716/,24243,1915,,,single_focus,The Modern City and Its Problems,,Charles Scribner's Sons,http://viaf.org/viaf/121555288,Nonfiction - academic/pseudo-academic,,http://viaf.org/viaf/52061425,Frederic C. Howe,m
574,124749889,264,28,Nov 1908,19081101,"""Tables of Stone""",3,,http://search.proquest.com/docview/124749889/,24243,1908,,,single_focus,Tables of Stone,,,,Fiction - novel,,,,none
575,124750342,496,27,Jul 1908,19080701,"VIII JACQUES FUTRELLE'S ""THE THINKING MACHINE ON THE CASE""",5,,http://search.proquest.com/docview/124750342/,24243,1908,,,single_focus,The Thinking Machine on the Case,,D. Appleton and Company,http://viaf.org/viaf/129012558,Fiction - novel,,http://viaf.org/viaf/9880305,Jacques Futrelle,m
576,124751008,559,41,Jul 1915,19150701,"III STEWART EDWARD WHITE'S ""THE REDISCOVERED COUNTRY""",5,,http://search.proquest.com/docview/124751008/,24243,1915,,,single_focus,The Rediscovered Country,,"Doubleday, Page & Co.",http://viaf.org/viaf/265181339,Nonfiction - autobiographical,,http://viaf.org/viaf/30366419,Stewart Edward White,m
577,124751689,409,,Dec 1907,19071201,"""The Flight Into Eden""",,,http://search.proquest.com/docview/124751689/,24243,1907,,,single_focus,The Flight Into Eden,,,,Fiction - novel,,http://viaf.org/viaf/36604346,Harrison Rhodes,m
578,124754788,133,1,Mar 1895,18950301,THE THIRD FOOTE SALE.,2,,http://search.proquest.com/docview/124754788/,24243,1895,,,not_review,,,,,,,,,
579,124755017,583,12,Feb 1901,19010201,"IV. NORMAN DUNCAN'S ""THE SOUL OF THE STREET.""",6,,http://search.proquest.com/docview/124755017/,24243,1901,,,single_focus,The Soul of the Street,,"McClure, Philips & Co.",http://viaf.org/viaf/125952360,Nonfiction - travel,,http://viaf.org/viaf/30339868,Norman Duncan,m
580,124755037,210,39,Apr 1914,19140401,"THE ROCKS OF VALPRE""",2,,http://search.proquest.com/docview/124755037/,24243,1914,,,single_focus,The Rocks of Valpré,,,,Fiction - novel,,http://viaf.org/viaf/41838873,Ethel M. Dell,f
581,124755063,83,25,Mar 1907,19070301,"V MR. VACHELL'S ""THE FACE OF CLAY""",1,,http://search.proquest.com/docview/124755063/,24243,1907,,,single_focus,The Face of Clay,,"Dodd, Mead and Company",http://viaf.org/viaf/266483422,Fiction - novel,,http://viaf.org/viaf/29892142,Horace Vachell,m
582,124755242,414,38,Dec 1913,19131201,"YOUTH'S ENCOUNTER""",4,,http://search.proquest.com/docview/124755242/,24243,1913,,,single_focus,Youth's encounter,,,,Fiction - novel,,http://viaf.org/viaf/7429143,Compton Mackenzie,m
583,124756269,499,25,Jul 1907,19070701,"Barbara Rebell""",5,,http://search.proquest.com/docview/124756269/,24243,1907,,,single_focus,Barbara Rebell,,,,Fiction - novel,,http://viaf.org/viaf/24729680,Belloc-Lowndes,f
584,124757488,134,22,Oct 1905,19051001,"""The Boss of Little Arcady.""",2,,http://search.proquest.com/docview/124757488/,24243,1905,,,single_focus,The Boss of Little Arcady,,,,Fiction - novel,,http://viaf.org/viaf/16119465,Harry Leon Wilson,m
585,124759955,106,23,Mar 1906,19060301,THE BOOKMAN'S TABLE,1,,http://search.proquest.com/docview/124759955/,24243,1906,,,single_focus,The Artist's Way of Working,1905,"Dodd, Mead and Company",http://viaf.org/viaf/266483422,Nonfiction - advice,$15.00,http://viaf.org/viaf/69014795,Russell Sturgis,m
586,124763764,425,7,Jul 1898,18980701,THE GENERAL MANAGER'S STORY.,5,,http://search.proquest.com/docview/124763764/,24243,1898,,,not_review,,,,,,,,,
587,124764347,169,8,Oct 1898,18981001,Review 2 -- No Title,2,,http://search.proquest.com/docview/124764347/,24243,1898,,,single_focus,The Variorum Shakespeare,,J. B. Lippincott Co.,http://viaf.org/viaf/265495543,Nonfiction - academic/pseudo-academic,$4.00,http://viaf.org/viaf/42617947,H. H. Furness,m
588,124770036,285,40,Oct 1912,19121001,Book Review,4,285,http://search.proquest.com/docview/124770036/,24593,1912,,,single_focus,Sociological Study of the Bible,1912,The University of Chicago Press,http://viaf.org/viaf/122888939,Nonfiction - academic/pseudo-academic,$1.50,http://viaf.org/viaf/2161995,Louis Wallis,m
589,124777509,231,VOL. LXVI,Apr 1919,19190401,SACHA GUITRY'S GREATEST PLAY AND LUCIEN GUITRY'S GREATEST PART,No. 4,231,http://search.proquest.com/docview/124777509/,24217,1919,,,single_focus,Pasteur,,,,Drama,,http://viaf.org/viaf/14770929,Sacha Guitry,m
590,124778880,125,13,Aug 1891,18910801,Paul's Latest Biographer.,2,125,http://search.proquest.com/docview/124778880/,24592,1891,,,single_focus,Spiritual Development of St. Paul,,A. D. F. Randolph & Co.,http://viaf.org/viaf/125939854,Nonfiction - religious,,http://viaf.org/viaf/30995947,George Matheson,m
591,124793440,720,VOL. LII.,Jun 1912,19120601,LOVE IN A MASK,NO. 6,720,http://search.proquest.com/docview/124793440/,24154,1912,,,single_focus,"Love in a mask, or Imprudence and Happiness",,"Rand, McNally & Company",http://viaf.org/viaf/137487244,Fiction - novel,,http://viaf.org/viaf/29529595,Honoré de Balzac,m
592,124802485,241,"VOL. XXXVI.,",Feb 1904,19040201,Review 1 -- No Title,No. 2,241,http://search.proquest.com/docview/124802485/,24154,1904,,,single_focus,The New American Navy,,The Outlook Co.,http://viaf.org/viaf/145158185781020061557,Nonfiction - historical,$5.00,http://viaf.org/viaf/76693432,John D. Long,m
593,124836366,112,55,"Feb 13, 1897",18970213,Review 2 -- No Title,7,112,http://search.proquest.com/docview/124836366/,24377,1897,,,brief,,,,,,,,,
594,124876101,480,42,May 1903,19030501,TRAVEL,5,,http://search.proquest.com/docview/124876101/,24242,1903,,,cluster,,,,,,,,,
595,124877095,287,43,Sep 1903,19030901,POETRY AND VERSE,3,,http://search.proquest.com/docview/124877095/,24242,1903,,,cluster,,,,,,,,,
596,124877929,283,44,Mar 1904,19040301,BIOGRAPHY,3,,http://search.proquest.com/docview/124877929/,24242,1904,,,cluster,,,,,,,,,
597,124879138,190,44,Feb 1904,19040201,Review 3 -- No Title,2,,http://search.proquest.com/docview/124879138/,24242,1904,,,single_focus,Between the Lights,,John Lane,http://viaf.org/viaf/148190729,Poetry,$1.00,,Alice Herbert,none
598,124880240,5,28,"Jul 3, 1897",18970703,"""The Complete Bachelor""",802,5,http://search.proquest.com/docview/124880240/,24241,1897,,,single_focus,The Complete Bachelor,,D. Appleton & Co.,http://viaf.org/viaf/129012558,Nonfiction - advice,,,,m
599,124880567,139,23,"Feb 23, 1895",18950223,"""Polar Gleams""",679,139,http://search.proquest.com/docview/124880567/,24241,1895,,,single_focus,An Account of a Voyage on the Yacht Blencathra,,A. C. McClurg & Co.,http://viaf.org/viaf/159744153,Nonfiction - travel,,,Helen Peel,f
600,124881534,LVIA,27,"May 22, 1897",18970522,Ways that are Dark,796,lvia,http://search.proquest.com/docview/124881534/,24241,1897,,,not_review,,,,,,,,,
601,124881664,CXXA,26,"Dec 19, 1896",18961219,"""History of the German Struggle for Liberty""",774,cxxa,http://search.proquest.com/docview/124881664/,24241,1896,,,single_focus,History of the German Struggle for Liberty,,Harper & Bros.,http://viaf.org/viaf/122099855,Nonfiction - historical,,http://viaf.org/viaf/100302933,Poultney Bigelow,m
602,124882200,444,22,"Dec 29, 1894",18941229,"""Truth""",671,444,http://search.proquest.com/docview/124882200/,24241,1894,,,single_focus,Truth,,Gestefeld Pub. Co.,,Fiction - novel,,,L. de Villeneuve,m
603,124882997,375,39,Oct 1901,19011001,Review 3 -- No Title,4,,http://search.proquest.com/docview/124882997/,24242,1901,,,single_focus,Deborah: A Tale of the Times of Judas Maccabæus,,Revell,http://viaf.org/viaf/157146391,Fiction - novel,$1.50,http://viaf.org/viaf/76677163,James M. Ludlow,m
604,124883198,385,27,"Jun 5, 1897",18970605,A Famous Physician,798,385,http://search.proquest.com/docview/124883198/,24241,1897,,,single_focus,Vita Medica,,"Longmans, Green & Co.",http://viaf.org/viaf/124935207,Nonfiction - autobiographical,,http://viaf.org/viaf/54277110,Benjamin Ward Richardson,m
605,124885364,380,26,"Dec 12, 1896",18961212,"""The Shadow Christ""",773,380,http://search.proquest.com/docview/124885364/,24241,1896,,,single_focus,The Shadow Christ,,The Century Co.,http://viaf.org/viaf/127849436,Nonfiction - religious,,http://viaf.org/viaf/24977745,Gerald Stanley Lee,m
606,124886079,232,18,"Oct 29, 1892",18921029,Poetry and Verse,558,232,http://search.proquest.com/docview/124886079/,24241,1892,,,cluster,,,,,,,,,
607,124889299,369,25,"May 23, 1896",18960523,"""Charles XII""",744,369,http://search.proquest.com/docview/124889299/,24241,1896,,,single_focus,Charles XII and the Collapse of the Swedish Empire,,G.P. Putnam's Sons,http://viaf.org/viaf/295600056,Nonfiction - historical,,http://viaf.org/viaf/17319532,R. Nisbet Bain,m
608,124891380,337,17,"Jun 18, 1892",18920618,"""Men, Mines and Animals in South Africa""",539,337,http://search.proquest.com/docview/124891380/,24241,1892,,,single_focus,"Men, Mines, and Animals in South Africa",,D. Appleton & Co.,http://viaf.org/viaf/129012558,Nonfiction - travel,$3,http://viaf.org/viaf/91296029,Randolph S. Churchill,m
609,124891914,88,25,"Feb 8, 1896",18960208,"""The Land of the Muskeg""",729,88,http://search.proquest.com/docview/124891914/,24241,1896,,,single_focus,The Land of the Muskeg,,J. B. Lippincott Co.,http://viaf.org/viaf/265495543,Nonfiction - travel,,http://viaf.org/viaf/104476841,H. Somers Somerset,m
610,124892048,154,22,"Sep 8, 1894",18940908,"""The Garden That I Love""",655,154,http://search.proquest.com/docview/124892048/,24241,1894,,,single_focus,The Garden That I Love,,Macmillan & Co.,http://viaf.org/viaf/140726562,Nonfiction - advice,,http://viaf.org/viaf/3373868,Alfred Austin,m
611,124892092,356,20,"Dec 2, 1893",18931202,"Mr. Dobson's of ""Proverbs in Porcelain""",615,356,http://search.proquest.com/docview/124892092/,24241,1893,,,cluster,,,,,,,,,
612,124892460,41,25,"Jan 18, 1896",18960118,"""Amos Judd""",726,41,http://search.proquest.com/docview/124892460/,24241,1896,,,single_focus,Amos Judd,,Charles Scribner's Sons,http://viaf.org/viaf/121555288,Fiction - novel,,http://viaf.org/viaf/263923,J. A. Mitchell,m
613,124892575,33,17,"Jan 16, 1892",18920116,"""The Young Emperor""",517,33,http://search.proquest.com/docview/124892575/,24241,1892,,,single_focus,The Young Emperor,,G.P. Putnam's Sons,http://viaf.org/viaf/295600056,Nonfiction - biographical,$1.25,http://viaf.org/viaf/22251233,Harold Frederic,m
614,124894566,301,24,"Nov 9, 1895",18951109,"""Margaret Winthrop""",716,301,http://search.proquest.com/docview/124894566/,24241,1895,,,cluster,,,,,,,,,
615,124894699,180,29,"Mar 12, 1898",18980312,"""Miss Nina Barrow""",838,180,http://search.proquest.com/docview/124894699/,24241,1898,,,single_focus,Miss Nina Barrow,,The Century Co.,http://viaf.org/viaf/127849436,Fiction - novel,,http://viaf.org/viaf/18721040,Frances Courtenay Baylor,f
616,124894827,50,17,"Jan 23, 1892",18920123,Review 2 -- No Title,518,50,http://search.proquest.com/docview/124894827/,24241,1892,,,multi,,,,,,,,,
617,124894917,182,21,"Mar 17, 1894",18940317,Review 1 -- No Title,630,182,http://search.proquest.com/docview/124894917/,24241,1894,,,cluster,,,,,,,,,
618,124896373,87,12,"Aug 24, 1889",18890824,"""Studies in the South and West""",295,87,http://search.proquest.com/docview/124896373/,24241,1889,,,single_focus,"Studies in the South and West, with Comments on Canada",,Harper & Bros.,http://viaf.org/viaf/122099855,Nonfiction - travel,$1.75,http://viaf.org/viaf/36956815,Charles Dudley Warner,m
619,124900146,231,,"May 11, 1889",18890511,Poems New and Old,280,231,http://search.proquest.com/docview/124900146/,24241,1889,,,multi,,,,,,,,,
620,124902758,238,1,"Aug 27, 1881",18810827,MUSIC,17,238,http://search.proquest.com/docview/124902758/,24238,1881,,,single_focus,"Music as a Language, or the Meaning of Musical Sounds",,G. Schirmer,http://viaf.org/viaf/123209136,Nonfiction - academic/pseudo-academic,,http://viaf.org/viaf/38947080,A. J. Goodrich,m
621,124903884,121,1,"May 7, 1881",18810507,Buddhist Maxims.,9,121,http://search.proquest.com/docview/124903884/,24238,1881,,,single_focus,Dhammapada,,Oxford University Press,http://viaf.org/viaf/140705396,Nonfiction - academic/pseudo-academic,,http://viaf.org/viaf/9893606,Max Müller,m
622,124903897,120,15,"Mar 7, 1891",18910307,"The Grolier ""Philobiblon""",375,120,http://search.proquest.com/docview/124903897/,24241,1891,,,single_focus,The Philobiblon of Richard de Bury,,The Groller Club,,Nonfiction - academic/pseudo-academic,,http://viaf.org/viaf/22922449,Andrew F. West,m
623,124905078,85,1,"Mar 26, 1881",18810326,MUSIC,6,85,http://search.proquest.com/docview/124905078/,24238,1881,,,not_review,,,,,,,,,
624,124906219,2,15,"Jan 3, 1891",18910103,Beddoes's Poetical Works,366,2,http://search.proquest.com/docview/124906219/,24241,1891,,,single_focus,The Poetical Works of Thomas Lovell Beddoes,,Macmillan & Co.,http://viaf.org/viaf/140726562,Poetry,$4.00,http://viaf.org/viaf/54239311,Edmund Gosse,m
625,124906359,303,,"Jun 28, 1884",18840628,"""The Book of the Beginnings.""",26,303,http://search.proquest.com/docview/124906359/,24239,1884,,,single_focus,The Book of the Beginnings,,G.P. Putnam's Sons,http://viaf.org/viaf/295600056,Nonfiction - religious,$1.00,http://viaf.org/viaf/71258819,R. Heber Newton,m
626,124908294,311,,"Dec 17, 1887",18871217,The Tappan-Zee Irving.,207,311,http://search.proquest.com/docview/124908294/,24241,1887,,,cluster,,,,,,,,,
627,124910319,27,,"Jul 17, 1886",18860717,"""Haphazard Personalities.""",133,27,http://search.proquest.com/docview/124910319/,24241,1886,,,single_focus,"Haphazard Personalities, chiefly of Noted Americans",,Lee & Shepard,http://viaf.org/viaf/265435038,Nonfiction - biographical,$1.50,http://viaf.org/viaf/15148068,Charles Lanman,m
628,124911338,38,,"Jan 28, 1887",18870128,"""Slav or Saxon?""",213,38,http://search.proquest.com/docview/124911338/,24241,1887,,,single_focus,Slav or Saxon?,,G.P. Putnam's Sons,http://viaf.org/viaf/295600056,Nonfiction - academic/pseudo-academic,$1.25,http://viaf.org/viaf/42207656,W. D. Foulke,m
629,124911971,271,,"Jun 9, 1883",18830609,The Critic.,75,271,http://search.proquest.com/docview/124911971/,24238,1883,,,,,,,,,,,,
630,124912609,139,,"Mar 31, 1883",18830331,Irving's Humor.,65,139,http://search.proquest.com/docview/124912609/,24238,1883,,,not_review,,,,,,,,,
631,124913715,253,,"Sep 23, 1882",18820923,"""The Burman.""",45,253,http://search.proquest.com/docview/124913715/,24238,1882,,,single_focus,The Burman: His Life and Nations,,Macmillan,http://viaf.org/viaf/140726562,Nonfiction - travel,$3.00,,Shway Yeo,none
632,124913936,160,,"Jun 17, 1882",18820617,"""The Vision of Esther.""",38,160,http://search.proquest.com/docview/124913936/,24238,1882,,,single_focus,The Vision of Esther,,Appleton,http://viaf.org/viaf/129012558,Poetry,$1.50,http://viaf.org/viaf/58702666,Charles de Kay,none
633,125107488,397,XXVIII,"May 26, 1887",18870526,Review 1 -- No Title,18,397,http://search.proquest.com/docview/125107488/,34598,1887,,,brief,,,,,,,,,
634,125208064,255,22,Nov 1895,18951101,Fiction.,2,,http://search.proquest.com/docview/125208064/,24901,1895,,,multi,,,,,,,,,
635,125208610,776,21,Sep 1895,18950901,Science.,6,,http://search.proquest.com/docview/125208610/,24901,1895,,,multi,,,,,,,,,
636,125209553,387,15,Jun 1892,18920601,Ethical and Speculative.,3,,http://search.proquest.com/docview/125209553/,24901,1892,,,multi,,,,,,,,,
637,125211436,495,23,Jul 1896,18960701,Poetry.,4,,http://search.proquest.com/docview/125211436/,24901,1896,,,multi,,,,,,,,,
638,125238042,588,140,Oct 1910,19101001,Review 4 -- No Title,4,588,http://search.proquest.com/docview/125238042/,41361,1910,,,single_focus,"The malarial fevers, hemoglobinuric fever, and the blood protozoa of man",1909,William Wood & Company,http://viaf.org/viaf/121013681,Nonfiction - science,,http://viaf.org/viaf/64403475,Charles F. Craig,m
639,125238876,274,136,Aug 1908,19080801,Review 3 -- No Title,2,274,http://search.proquest.com/docview/125238876/,41361,1908,,,single_focus,"Surgery, its principles and practice",1907-1908,W. B. Saunders Co.,http://viaf.org/viaf/138908801,Nonfiction - science,,http://viaf.org/viaf/42240198,William Williams Keen,m
640,125241075,343,130,Aug 1905,19050801,Review 1 -- No Title,2,343,http://search.proquest.com/docview/125241075/,41361,1905,,,cluster,,,,,,,,,
641,125241543,888,144,Dec 1912,19121201,Review 10 -- No Title,6,888,http://search.proquest.com/docview/125241543/,41361,1912,,,single_focus,Surgical After-treatment,1912,W. B. Saunders Company,http://viaf.org/viaf/138908801,Nonfiction - science,,http://viaf.org/viaf/26799908; http://viaf.org/viaf/55949673,L. R. G. Crandon; Albert Ehrenfried,none
642,125243937,701,123,Apr 1902,19020401,Review 2 -- No Title,4,701,http://search.proquest.com/docview/125243937/,41361,1902,,,single_focus,A Manual of Chemistry,1901,Lea Brothers & Co.,http://viaf.org/viaf/157218444,Nonfiction - science,,,W. Simon,none
643,125245060,591,118,Nov 1899,18991101,Review 4 -- No Title,5,591,http://search.proquest.com/docview/125245060/,41361,1899,,,single_focus,The Mechanics of Surgery,1899,,,Nonfiction - science,,http://viaf.org/viaf/28594980,Charles Truax,m
644,125249056,185,85,Jan 1883,18830101,Review 19 -- No Title,169,185,http://search.proquest.com/docview/125249056/,41361,1883,,,multi,,,,,,,,,
645,125251441,72,103,Jan 1892,18920101,Review 1 -- No Title,1,72,http://search.proquest.com/docview/125251441/,41361,1892,,,single_focus,A manual of hypodermatic medication: the treatment of disease by the hypodermatic or subcutaneous method,1891,J. B. Lippincott Company,http://viaf.org/viaf/265495543,Nonfiction - science,,http://viaf.org/viaf/8887736,Roberts Bartholow,m
646,125274806,13,72,"May 9, 1901",19010509,Review 3 -- No Title,19,13,http://search.proquest.com/docview/125274806/,24208,1901,,,single_focus,Jesus Christ and the Social Question,,The Macmillan Company,http://viaf.org/viaf/140726562,Nonfiction - religious,$1.50,http://viaf.org/viaf/52432964,Francis Greenwood Peabody,m
647,125285780,9,70,"Jul 20, 1899",18990720,Review 1 -- No Title,29,9,http://search.proquest.com/docview/125285780/,24208,1899,,,single_focus,Border lines in the field of doubtful practices,,Fleming H. Revell Company,http://viaf.org/viaf/157146391,Nonfiction - academic/pseudo-academic,$1.00,http://viaf.org/viaf/60581694,Henry Clay Trumbull,m
648,125290224,14,69,"Aug 18, 1898",18980818,Review 1 -- No Title,33,14,http://search.proquest.com/docview/125290224/,24208,1898,,,single_focus,Nullification and Secession in the United States,,G.P. Putnam's Sons,http://viaf.org/viaf/295600056,Nonfiction - historical,,http://viaf.org/viaf/6403986,Edward Payson Powell,m
