,record_id,reviewed_book_title
710,90090195,Insects Abroad
711,90138917,The Life and Letters of John Gibson Lockhart
712,124889122,A Tale of the New York Ghetto
713,90081303,Germany: Her People and Their Story
714,89637120,"Ralph Waldo Emerson, Philosopher and Poet"
715,90155418,The Evolution of Modern Capitalism: A Study of Machine Production
716,124899418,The Industries of Japan
717,90597110,Alexander Hamilton: An Essay on American Union
718,90148296,The History and Poetry of Finger Rings
719,124743941,Through Welsh Doorways
720,89673285,The Parish Clerk
721,89649251,The Story of Venice
722,124743078,Mark Twain's Speeches
723,89650728,"The Peace Conference at the Hague, and its Bearings on International Law"
724,90539715,Essays on the Social Gospel
725,90568501,Inventors at Work
726,90145983,Life of William Rollinson Whittingham
727,124892513,Historical Essays
728,89636377,The Soul of the Far East
729,89681827,The World Peace and After
730,90123467,Personal Recollections of Werner von Siemens
731,89638581,American Men of Letters
732,90012908,A Short History of the United States
733,89686189,Shakespearean Playhouses
734,124895326,The Alhambra
735,124914686,South Sea Sketches
736,124884406,"Elizabeth, Empress of Austria: A Memoir"
737,89682138,Latter-day Problems
738,89670618,The Coming Struggle in Eastern Asia
739,90550796,The Nemesis of Froude
740,89676253,Shelley
741,124904428,Manners and Social Usages
742,90590911,The Pianoforte and Its Music
743,90430433,The English Colonies in America
744,90430433, The Puritan Colonies
745,124737476,The Road to Providence
746,89676540,The Budget
747,90163058,Waverley: or 'Tis Sixty Years Since
748,124913731,The Epic Songs of Russia
749,124745996,The True Stevenson
750,124741430,African Game Trails
751,124748017,Days Like These
752,124759552,Joseph Jefferson
753,124757266,The Balance of Power
754,90164064,The Double Garden
755,90140590,"Episodes in the Lives of Men, Women, and Lovers"
756,89667287,The Provincial American
757,124755477,The Dominant Passion
758,89641010,William Wordsworth
759,90520984,The Republic of Plato
760,124737521,The New Sin
761,124907487,The Life of Catherine Booth
762,90386133,God's Timepiece for Man's Eternity
763,90039134,Shakespeare's Bones
764,89683702,My Life in China and America
765,89674572,Alfred Russel Wallace
766,124913983,Popular Astronomy
767,89659276,A Grand Duchess and her Court
768,90564868,Chopin
769,124752973,My Lady of the Chinese Courtyard
770,89640178,Introduction to the Study of English Literature and Literary Criticism
771,124911435,The Friendships of Mary Russell Mitford
772,124742206,Poems
773,90120206,Poems of Helen Jackson
774,90136399,The Rescue of Greely
775,124738183,One Hundred Masterpieces of Painting
776,90179797,Letters of James Smetham
777,124902232,The Teaching of Epicectus
778,90604866,The Guarded Flame
779,90133280,Preludes and Studies
780,124739187,Bought and Paid For
781,90137495,The Oregon Trail: Sketches of Prairie and Rocky Mountain Life
782,89643057,Course of Practical Biology
783,124761958,The Secret of Fourgerense
784,90292950,Two Years in Oregon
785,90323925,Dr. Grimshawe's Secret
786,89663335,Elizabeth of England. A Dramatic Romance.
787,89671025,Reflections on the Revolution in France
788,89697959,The Metaphysical Foundations of Modern Physical Science
789,90107235,The Golden Chersonese
790,89667792,Experimental Psychology
791,89671243,The Anarchists
792,90598714,Raymond
793,90068573,Harold
794,89672878,Political Parties in the United States
795,90373136,Chancellorsville and Gettysburg
796,124899809,The French Revolution
797,89673510,Baccalaureate Addresses and Other Talks on Kindred Themes
798,124750562,The Song of the Lark
799,124914482,War and Peace
800,90372895,The Reality of Faith
801,124756142,The Makers of Modern Prose
802,124739526,The Heart of Desire
803,89990815,Overland to China
804,90139184,The Wonders of Pompeii
805,124895119,The Boy Travellers in Northern Europe
806,124739868,A Prophet of Joy
807,90590977,The Taxation of the Liquo-Trade
808,89639567,American Men of Letters
809,124746690,Impressions and Comments
810,90362226,American Diplomacy and the Furtherance of Commerce
811,90580847,Nedra
812,124913490,"Pseudonyms of Authors, Including Anonyms and Initialisms"
813,90530908,Reminiscences of Sixty Years in Public Affairs
814,124876576,The Fire-Bringer
815,90534596,The Rommany Stone
816,90575465,The Theology of the Old Testament
817,124761613,The Loves of the Lady Arabella
818,90573412,The Better Country
819,90539956,The Latin Quarter (Scènes de la Vie de Bohème)
820,89998501,Chopin: The Man and His Music
821,90129690,A Wonder Book for Boys and Girls
822,89667624,Vancouver's Discovery of Puget Sound
823,90060122,To Leeward
824,90116399,Talks on Art
825,124752167,The Tory Lover
826,90139762,Zoölogical Sketches
827,124745923,The Gentleman
828,89642616,Letters of James Smetham
829,89678534,Lloyd George: The Man and His Story
830,124902340,Socialism New and Old
831,124741603,The Godparents
832,90137217,Schliemann's Excavations: an Archaeological and Historical Study
833,124897217,Abelard and the Origin and Early History of Universities 
834,90120238,American Explorations in the Ice Zones
835,90399240,The Life and Poems of Theodore Winthrop
836,90633573,"Moses Brown, Captain, U.S.N."
837,90131919,At Daybreak
838,89673264,On Life's By-ways
839,90560925,The Christian Method for Ethics
840,124742132,L'Amour Masqué
841,89674825,The Supernatural in Tragedy
842,89679147,From the Heart of the Veld
843,124909516,Half-Hours with the Best American Authors
844,90157990,The House at High Bridge
845,90493577,Thomas Henry Huxley: A Sketch of His Life and Work
846,90160472,Wild Life Near Home
847,89682838,Greek Athletic Sports and Festivals
848,90422744,Webster's Dictionary
849,89634846,The Industries of Japan
850,90194791,Prisoners of Russia
851,124749101,Weeping Cross
852,90556967,The Ojibway
853,89650747,Tropical Colonization
854,90568424,The Menace of Socialism
855,90632525,A History of the American Bar
856,124740057,Mary Stuart
857,124910760,History of Art in Chaldea and Assyria
858,124904121,The Eloping Angels: A Caprice
859,124750513,Spirit Lake
860,90619218,The Life and Times of the Right Hon. Cecil John Rhodes
861,90547989,The Poems of William Winter
862,90097003,Our Liberal Movement in Theology
863,90563162,Friday the Thirteenth
864,89692178,En Route
865,124752593,Helena's Path
866,90571919,Contemporary France
867,90575503,Pan-Americanism 
868,90498217,The Faith Healer
869,89673446,Bonapartism
870,124901831,Lectures on Teaching
871,124751360,The Men of Yesterday
872,90593858,A Kittiwake of the Great Kills
873,90587489,Ebenezer Rockwood Hoar
874,90638527,A City of the Dawn
875,90617894,Old Familiar Faces
876,90351836,Western China
877,90351836, A Journey to the Great Buddhist Center of Mount Omei
878,89674596,The Librarian at Play
879,89673990,The House of Harper
880,89678037,Grove's Dictionary of Music and Musicians
881,90411571,Cause of the Marvelous Success of Methodism 
882,89668442,Jane Austen and her Country-House Comedy
883,124738350,The Life of Frederick Nietzsche
884,90424662,Early Letters of Thomas Carlyle
885,90593466,The Bird Our Brother
886,124900053,Under the Rays of the Aurora Borealis
887,89645209,Shakespeare's Predecessors in the English Drama
888,90140107,The Peak in Darien. An Octave of Essays.
889,124898612,Florida Days
890,89641877,Emerson as a Poet
891,124750476,The Diary of a Lady-in-Waiting
892,89665227,Accidents of an Antiquary's Life
893,124751438,A Dangerville Inheritance
894,124753124,The Breath of the Runners
895,90549027,New Ideals in Business
896,89634692,Letters and Literary Remains of Edward Fitzgerald
897,124902507,English Writers
898,90553394,Greek Sculpture: Its Spirit and Principles
899,89678779,L'Illusion Heroique de Tito Bassi
900,124899209,Paradoxes of a Philistine
901,89688826,The Analysis of Mind
902,124908327,The Wild Tribes of the Soudan
903,89640297,The Story of a Hunchback 
904,90556551,My Own Story
905,89666586,A Question of Honor
906,90156369,A Tale of a Lonely Parish
907,90086913,The Penobscot Man
908,90146355,The Life and Writings of Jared Sparks
909,90573691,The Russian Advance
910,124738077,The Transformation of Krag
911,89644181,"On Disorders of Digestion, Their Consequences and Treatment"
912,89673157,The Story of Libraries and Book Collecting
913,124740753,The Life and Letters of Edmund Clarence Stedman
914,89675402,Richard Mansfield: The Man and the Actor
915,89673945,The Works of W. E. Henley
916,124897390,Green Fields and Running Brooks
917,89681320,Constitutional Government in the United States
918,90545323,Ireland's Fight for Freedom
919,90451453,The Memoirs of Dean Hole
920,124898571,Balcony Stories
921,90614836,"Robert E. Lee, The Soldier"
922,89688108,Karma: A Reincarnation Play
923,90133147,"Truro, Cape Cod"
924,90133147, or. Land Marks and Sea Marks
925,90503761,Bernard Shaw as Artist-Philosopher: An Exposition of Shavianism
926,89679279,Summer
927,124738804,The Counsel for the Defense
928,90300908,The Poems of Richard Henry Stoddard
929,90588937,The Influence of Wealth in Imperial Rome
930,90547373,Human Nature in Politics
931,89673497,The English Morality from the Point of View of an Allegory
932,124756351,The Dust of Conflict
933,89676819,The Training for an Effective Life
934,90559186,The Story of a Long Life
935,89676561,The Normans in European History
936,124740603,Italian Fantasies
937,89672338,History of Classical Philology
938,89671017,The Life Story of a Russian Exile
939,90411706,Prolegomena eines neuen hebräisch-aramäischen Wörterbuchs zum Alten Testament
940,90540648,Lord Beaconsfield and Other Tory Memories
941,90604795,"Ruwenzori: An Account of the Expedition of Prince Luigi Amedeo of Savoy, Duke of Abruzzi "
942,90562826,Contemporary American History
943,124738773,Wandering Ghosts
944,89667070,Florence Past and Present
945,89701538,A History of France From the Earliest Times to the Treaty of Versailles
946,124743174,Further Indiscretions. By a Woman of No Importance.
947,90575051,A History of Christianity in Japan
948,90549015,The Animal Mind
949,90532864,O. Henry Biography
950,90604209,The People's Law
951,90589305,A Pluralistic Universe
952,90599245,"Burns, How to Know Him"
953,90566297,Mosquito or Man? The Conquest of the Tropical World
954,124745891,The Glimpse
955,90600771,The Wisdom of the East Series
956,89679314,The Modern Drama
957,124748643,The Blue Lagoon
958,89681588,Instinct and Heath
959,90589273,The Gorgeous Borgia
960,89666069,The Campaign of Chancellorsville
961,90533982,"Androcles and the Lion, Overruled, Pygmalion"
962,89670870,The Medieval Mind. A History of the Development of Thought and Emotion in the Middle Ages
963,89691754,The Harp-Weaver and Other Poems
964,89693725,Samurai Trails
965,90609027,The Golden Ladder
966,89679136,Adventures in the Psychical
967,89677824,Dante and Other Waning Classics
968,89670790,The Life of Edwin Lawrence Godkin
969,90572894,The Valley of Vision
970,90665428,Joseph Conrad: A Personal Remembrance
971,89679385,When the Prussians Came to Poland
972,90157528,The Cloister and the Hearth
973,90591709,Slavery in Cuba
974,90609561,"Young Boswell: Chapters on James Boswell, The Biographer"
975,124741105,The Blind Who See
976,90620092,The Higher Life in Art
977,89691242,Undercurrents in American Politics
978,124741526,Rutland
979,90275826,How to Understand Music: a Concise Course in Musical Intelligence and Taste
980,89679072,John Addington Symonds
981,124756330,The Heart of the Ancient Wood
982,124756897,The Harp of Life
983,89690092,American Pictures and Their Painters
984,124747636,The Actress
985,124747056,A Retrospect of Fifty Years
986,124752078,The Wall Between
987,89667009,Along the Andes and Down the Amazon
988,89686889,Political Ideals
989,89678247,Venetian Painting in America: The Fifteenth Century
990,89689564,An Introduction to the Government of Modern States
991,89682855,The Less Familiar Kipling and Kiplingana
992,89685837,Alice in Wonderland
993,89694839,"The Fourteenth of July, and Danton"
994,124752398,W. T. Stead: Personal and Spiritual Reminiscences 
995,124737758,Violin Playing As I Teach It
996,124746766,Open Country
997,89676468,English Industries of the Middle Ages
998,89683002,The Shadow-Eater
999,89688563,The Five Republics of Central America
1000,90609764,The Broad Highway
1001,124748282,"Tramping through Mexico, Guatemala and Honduras : being the random notes of an incurable vagabond"
1002,90529502,The Will to Freedom or Gospel of Nietzsche and the Gospel of Christ
1003,90559844,The Principle of Relativity. The Mechanistic Principle and the Non-Mechanical
1004,124742659,The Coward of Thermopylae
1005,89678487,An Old Frontier of France
1006,90003542,A Woman's Woman
1007,89677618,Politics and Personalities 
1008,124747485,A Sheaf
1009,90569069,Art in Spain and Portugal
1010,89685088,Wolfgang Goethe
1011,89688150,The Colleges in War Time and After
1012,124745601,Sylvia Scarlett
1013,124744764,The Song of the Indian Wars
1014,124742856,Representative British Dramas
1015,90549571,Gold and Iron
1016,90147794,Lucie Rodey
1017,90540888,The Romance of Commerce
1018,89693369,They Went
1019,89677584,The Modern Short Story
1020,89683529,The Prince of Parthia: A Tragedy
1021,89680932,The Lyrical Poems of Hugo Von Hofmannsthal
1022,89685693,A Soldier's Memory
1023,89680986,Adam & Eve & Pinch Me
1024,89684399,Runaway Russia
1025,89678124,"God, The Invisible King"
1026,90128643,Confidence
1027,90659620,The Story of Mankind
1028,90621672,"Austria-Hungary, the Polygot Empire"
1029,124741125,Racial Factors in Democracy
1030,90149822,Holland and its People
1031,89683716,At the Right of the British Line
1032,89695103,The Power of Dante
1033,89693206,Three Soldiers
1034,124737213,The Letter of William James
1035,89682825,Topography and Strategy in the War
1036,124744370,Dramatic Technique
1037,124742032,The Dickens Circle
1038,89687822,The Conscientious Objector
1039,89683524,The New Greek Comedy
1040,124737191,The Friendly Arctic
1041,89698318,One Way of Love
1042,89696098,Clerambault
1043,89692873,"Henry Thoreau, Bachelor of Nature"
1044,89688226,Helen of Troy and Rose
1045,89689062,Arrowsmith
1046,124736605,Books on the Table
1047,124744159,Soldiers of the Sea. The Story of the United States Marine Corps.
1048,89703864,The Garden Party and Other Stories
1049,89683273,Irish Fairy Tales
1050,89965396,Creative Chemistry
1051,89684011,"Faith, War, and Policy"
1052,90652904,Sir William Osler
1053,124741158,The New Science of Analyzing Character
1054,90570970,Practical Psychology for Business Executives
1055,124739162,The Book of Jack London
1056,89682736,Crome Hollow
1057,89689217,This Simian World
1058,124740211,Arthur Hugh Clough
1059,89685317,Samuel Butler: A Memoir
1060,124738279,Back to Methuselah
1061,90635155,Senescence
1062,124739189,Legends
1063,124740842,The Reign of Patti
1064,124737996,Ships in Harbour
1065,90572624,Joan and Peter
1066,124738251,Avon's Harvest
1067,89686244,American Charities
1068,124740912,The American Hunting Dog
1069,89699685,Less Lonely
1070,89683399,The Old Front Line
1071,124739991,The Philosophy of Conflict
1072,89681743,Nocturne
1073,89696000,Bliss
1074,89994342,Woodrow Wilson and His Work
1075,90594769,Niagara in Politics
1076,124739106,In American 
1077,124741685,Luck on the Wing
1078,89701551,The Story of a Novel and Other Stories
1079,89690362,Poems by a Little Girl
1080,89680041,The Bishop and Other Stories
1081,89679565,"Plays, Second Series"
1082,89997087,A History of France
1083,89977217,Irish Impressions
1084,89967886,Sir Harry
1085,90653690,Roving Through Southern China
1086,124740032,The Builders
